,blk_kick,blk_kick_ret_yd,cmp_pct,def_pass_def,def_snp,def_td,ff,fg_blkd,fga,fgm,fgm_lng,fgm_pct,fum,fum_lost,fum_rec,fum_ret_yd,gms_active,gp,gs,int,int_ret_yd,kr,kr_lng,kr_td,kr_yd,kr_ypa,off_snp,pass_2pt,pass_att,pass_cmp,pass_int,pass_lng,pass_rtg,pass_sack,pass_sack_yds,pass_td,pass_yd,pass_ypa,pass_ypc,pr,pr_lng,pr_td,pr_yd,pr_ypa,pts_allow,pts_ppr,pts_std,punt_avg,punt_blkd,punt_in_20,punt_net_avg,punt_net_yd,punt_tb,punt_yds,punts,qb_hit,rec,rec_2pt,rec_lng,rec_pct,rec_td,rec_tgt,rec_yd,rec_ypr,rec_ypt,rush_2pt,rush_att,rush_lng,rush_td,rush_yd,rush_ypa,sack,sack_yd,safe,safe_allow,st_ff,st_fum_rec,st_snp,st_td,st_tkl_solo,tkl,tkl_ast,tkl_loss,tkl_solo,tm_def_snp,tm_off_snp,tm_st_snp,xp_blkd,xpa,xpm,year
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,521.0,162.0,,,,2013
6096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
629,,,,3.0,286.0,1.0,,,,,,,,,,,14.0,14.0,10.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,38.3,38.3,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,13.0,,,,,37.0,,,23.0,8.0,1.0,15.0,1082.0,1084.0,342.0,,,,2013
6069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
6181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
6616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1563,,,,,,1.0,,,,,,,,,1.0,11.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,280.0,,5.0,5.0,,,,1065.0,1004.0,313.0,,,,2013
4067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
6388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1064,,,,8.0,1029.0,1.0,1.0,,,,,,,,2.0,13.0,16.0,16.0,16.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,189.5,189.5,,,,,,,,,5.0,,,,,,,,,,,,,,,,3.0,20.0,,,,,65.0,,,170.0,57.0,9.0,113.0,1069.0,1132.0,388.0,,,,2013
1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
2413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
2983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
982,,,,,,,,,,,,,1.0,,,,14.0,14.0,13.0,,,,,,,,519.0,,,,,,,,,,,,,,,,,,,50.6,25.6,,,,,,,,,,25.0,,43.0,69.4,,36.0,243.0,9.7,6.8,,7.0,4.0,,13.0,1.9,,,,1.0,,,95.0,,2.0,3.0,,,,915.0,875.0,313.0,,,,2013
2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1579,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,131.0,,,,,,,,,,,,,,,,,,,26.6,18.6,,,,,,,,,,8.0,,29.0,88.9,,9.0,71.0,8.9,7.9,,36.0,15.0,,115.0,3.2,,,,,,,137.0,,2.0,2.0,,,,1082.0,1084.0,342.0,,,,2013
2528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
3702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
2505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
211,,,,19.0,1071.0,1.0,2.0,,,,,,,,,,16.0,16.0,16.0,3.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,160.3,160.3,,,,,,,,,8.0,,,,,,,,,,,,,,,,5.0,43.0,,,,,1.0,,,123.0,66.0,8.0,57.0,1076.0,1136.0,431.0,,,,2013
67,,,,,676.0,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,64.9,,,,,,,,,5.0,,,,,,,,,,,,,,,,2.0,14.0,,,,,68.0,,,53.0,13.0,8.0,40.0,1074.0,1036.0,361.0,,,,2013
3218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
80,,,,4.0,629.0,,,,,,,,,,,,14.0,14.0,10.0,3.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,47.5,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,38.0,11.0,2.0,27.0,1001.0,1096.0,370.0,,,,2013
393,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.0,1052.0,346.0,,,,2013
6119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1565,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,,5.0,5.0,,,,799.0,724.0,222.0,,,,2013
246,,,,,,,,,,,,,2.0,2.0,,,15.0,15.0,4.0,,,12.0,32.0,,255.0,21.2,357.0,,,,,,,,,,,,,29.0,28.0,,194.0,6.7,,173.4,102.4,,,,,,,,,,71.0,,48.0,79.8,2.0,89.0,604.0,8.5,6.8,,53.0,38.0,2.0,220.0,4.2,,,,,,,119.0,,1.0,1.0,,,,972.0,1127.0,393.0,,,,2013
2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
490,,,65.8,,,,,,,,,,,,,,16.0,5.0,1.0,,,,,,,,100.0,,38.0,25.0,1.0,48.0,81.91,2.0,11.0,1.0,248.0,6.5,9.9,,,,,,,17.02,17.02,,,,,,,,,,,,,,,,,,,,15.0,29.0,,51.0,3.4,,,,,,,,,,,,,,1106.0,1079.0,399.0,,,,2013
2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
503,,,,,,,,1.0,27.0,24.0,55.0,88.9,,,,,16.0,16.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,114.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,1013.0,1029.0,364.0,,42.0,42.0,2013
368,,,,10.0,1054.0,1.0,1.0,,,,,,,,1.0,77.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,65.0,11.0,2.0,54.0,1065.0,1075.0,366.0,,,,2013
500,,,,,,,,1.0,26.0,21.0,51.0,80.8,,,,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,95.0,34.0,,,14.0,14.0,1.0,34.0,1.0,,,,,,,,,,,,,,,,,,,,,,,127.0,,1.0,1.0,,,,1150.0,1106.0,344.0,,32.0,32.0,2013
5724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
3784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
429,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,58.0,,58.0,58.0,19.0,,,,,,,,,,,,,,,,,,,2.7,1.7,,,,,,,,,,1.0,,17.0,100.0,,1.0,17.0,17.0,17.0,,,,,,,,,,,,,2.0,,,,,,,372.0,362.0,138.0,,,,2013
122,,,,,,,,,,,,,,,,,11.0,11.0,8.0,,,,,,,,524.0,,,,,,,,,,,,,,,,,,,48.4,24.4,,,,,,,,,,24.0,,20.0,49.0,,49.0,244.0,10.2,5.0,,,,,,,,,,,,,3.0,,,,,,,1140.0,997.0,344.0,,,,2013
5722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
3176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
297,,,,,,,1.0,,,,,,1.0,1.0,,,15.0,15.0,5.0,,,,,,,,703.0,,,,,,,,,,,,,7.0,12.0,,41.0,5.9,,158.2,111.2,,,,,,,,,,47.0,,54.0,70.1,8.0,67.0,631.0,13.4,9.4,,3.0,15.0,,21.0,7.0,,,,,,,26.0,,1.0,1.0,,,,993.0,1110.0,359.0,,,,2013
5453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1059,,,,,,,,,,,,,1.0,1.0,,,16.0,16.0,6.0,,,7.0,33.0,,162.0,23.1,327.0,,1.0,,,,39.58,,,,,,,,,,,,,110.2,95.2,,,,,,,,,,15.0,,15.0,78.9,1.0,19.0,46.0,3.1,2.4,,150.0,80.0,5.0,566.0,3.8,,,,,,,30.0,,,,,,,1087.0,1036.0,354.0,,,,2013
5248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1436,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,1.4,0.4,,,,,,,,,,1.0,,4.0,100.0,,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,75.0,60.0,27.0,,,,2013
1329,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,196.0,,,,,,,,,,,,,,,,,,,18.3,8.3,,,,,,,,,,10.0,,16.0,58.8,,17.0,83.0,8.3,4.9,,,,,,,,,,,,,231.0,,8.0,10.0,,,,1145.0,1161.0,358.0,,,,2013
1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
6543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
663,,,,,,,,,,,,,,,,,15.0,15.0,7.0,,,,,,,,497.0,,,,,,,,,,,,,,,,,,,53.6,34.6,,,,,,,,,,19.0,,32.0,63.3,2.0,30.0,226.0,11.9,7.5,,,,,,,,,,,,,78.0,,,,,,,972.0,1127.0,393.0,,,,2013
970,,,,,49.0,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,298.0,233.0,76.0,,,,2013
6259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
18,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,1069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,1054.0,1070.0,389.0,,,,2013
6519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
6126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
6261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
6730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
6398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
525,,,,,,,,,,,,,,,1.0,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,160.0,,2.0,2.0,,,,1076.0,1136.0,431.0,,,,2013
5736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1025,,,,17.0,616.0,1.0,2.0,,,,,,,,,,16.0,16.0,2.0,6.0,136.0,9.0,41.0,,205.0,22.8,,,,,,,,,,,,,,,,,,,,89.5,89.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,283.0,,2.0,47.0,3.0,,40.0,1179.0,1103.0,414.0,,,,2013
27,,,,1.0,399.0,,,,,,,,,,1.0,2.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,55.5,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.5,5.0,,,,,22.0,,,55.0,20.0,1.0,35.0,414.0,446.0,144.0,,,,2013
2823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
653,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,,,1.0,,,,1102.0,1051.0,406.0,,,,2013
5191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
4152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
35,,,,,45.0,,,,,,,,,,,,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,5.0,1.0,1.0,4.0,369.0,312.0,103.0,,,,2013
3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
403,,,,6.0,903.0,,1.0,,,,,,,,1.0,20.0,15.0,15.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,65.0,8.0,5.0,57.0,1074.0,1036.0,361.0,,,,2013
804,,,,,,,,,,,,,,,,,6.0,6.0,2.0,,,9.0,36.0,,209.0,23.2,133.0,,,,,,,,,,,,,,,,,,,24.2,12.2,,,,,,,,,,12.0,,34.0,50.0,,24.0,122.0,10.2,5.1,,,,,,,,,,,,,30.0,,,,,,,421.0,393.0,164.0,,,,2013
6683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
691,,,,,,,,,,,,,,,,,16.0,4.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,1013.0,1029.0,364.0,,,,2013
715,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,1197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,1147.0,1197.0,395.0,,,,2013
5757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
478,,,,23.0,973.0,,,,,,,,,,,,16.0,16.0,16.0,2.0,19.0,,,,,,,,,,,,,,,,,,,1.0,13.0,,13.0,13.0,,99.5,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,74.0,11.0,2.0,63.0,1076.0,1136.0,431.0,,,,2013
634,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,1060.0,991.0,360.0,,,,2013
4335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
3216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
3817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
