,blk_kick,blk_kick_ret_yd,cmp_pct,def_pass_def,def_snp,def_td,ff,fg_blkd,fga,fgm,fgm_0_19,fgm_20_29,fgm_30_39,fgm_40_49,fgm_50p,fgm_lng,fgm_pct,fum,fum_lost,fum_rec,fum_ret_yd,gms_active,gp,gs,int,int_ret_yd,kr,kr_lng,kr_td,kr_yd,kr_ypa,off_snp,pass_2pt,pass_att,pass_cmp,pass_int,pass_lng,pass_rtg,pass_sack,pass_sack_yds,pass_td,pass_yd,pass_ypa,pass_ypc,pr,pr_lng,pr_td,pr_yd,pr_ypa,pts_allow,pts_ppr,pts_std,punt_avg,punt_blkd,punt_in_20,punt_net_avg,punt_net_yd,punt_tb,punt_yds,punts,qb_hit,rec,rec_2pt,rec_lng,rec_pct,rec_td,rec_tgt,rec_yd,rec_ypr,rec_ypt,rush_2pt,rush_att,rush_lng,rush_td,rush_yd,rush_ypa,sack,sack_yd,safe,safe_allow,st_ff,st_fum_rec,st_snp,st_td,st_tkl_solo,tkl,tkl_ast,tkl_loss,tkl_solo,tm_def_snp,tm_off_snp,tm_st_snp,xp_blkd,xpa,xpm,year
5576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1031,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,1162.0,1176.0,454.0,,,,2014
3881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1227,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,4.0,,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,1048.0,1058.0,361.0,,,,2014
5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1125,,,,,210.0,,,,,,,,,,,,,,,1.0,,14.0,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,23.5,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.5,,,,,1.0,281.0,,8.0,32.0,9.0,,13.0,1071.0,1128.0,406.0,,,,2014
418,,,,3.0,834.0,1.0,,,,,,,,,,,,,,2.0,,13.0,13.0,12.0,1.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,77.9,77.9,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,60.0,11.0,2.0,49.0,860.0,862.0,326.0,,,,2014
2214,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,2.7,1.7,,,,,,,,,,1.0,,17.0,100.0,,1.0,17.0,17.0,17.0,,,,,,,,,,,,,25.0,,,,,,,344.0,300.0,104.0,,,,2014
1241,,,,1.0,233.0,,,,,,,,,,,,,,,,,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,10.0,,,,,21.0,,,14.0,4.0,2.0,10.0,309.0,249.0,110.0,,,,2014
1580,,,,,,,,,,,,,,,,,,,,,,12.0,10.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,52.0,,,,,,,1057.0,1059.0,344.0,,,,2014
1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,208.0,68.0,,,,2014
2127,,,,,18.0,,,,,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,,2.0,5.0,,1.0,3.0,918.0,954.0,303.0,,,,2014
3678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.0,1034.0,326.0,,,,2014
5432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2274,,,,1.0,118.0,,,,,,,,,,,,,,,,,3.0,3.0,1.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,12.7,12.7,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,30.0,,,5.0,3.0,1.0,2.0,418.0,383.0,127.0,,,,2014
3281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
GB,1.0,,,87.0,,4.0,12.0,,,,,,,,,,,,,9.0,35.0,,,,18.0,396.0,29.0,41.0,,555.0,,,,,,,,,,,,,,,29.0,75.0,2.0,333.0,,348.0,,141.0,,,,,,,,,92.0,,,,,,,,,,,,,,,,41.0,261.0,1.0,,,,,2.0,,,262.0,71.0,675.0,,,,,,,2014
6118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1044,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,1046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,1078.0,1062.0,330.0,,,,2014
1735,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,1.0,1.0,,,,141.0,133.0,48.0,,,,2014
5580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1258,,,,1.0,418.0,,,,,,,,,,,,,,,1.0,,15.0,15.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,50.7,50.7,,,,,,,,,4.0,,,,,,,,,,,,,,,,4.0,22.0,,,,,160.0,,,27.0,5.0,5.0,22.0,969.0,1037.0,393.0,,,,2014
861,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,668.0,588.0,200.0,,,,2014
2047,,,,1.0,26.0,,,,,,,,,,,,,,,,,5.0,5.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,2.0,,,2.0,620.0,674.0,215.0,,,,2014
2128,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,5.0,,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,1.0,1.0,,,,1045.0,1093.0,340.0,,,,2014
5882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,63.0,23.0,,,,2014
6314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1041,,,,1.0,145.0,,,,,,,,,,,,,,,,,14.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,,9.0,35.0,2.0,2.0,22.0,1078.0,1062.0,330.0,,,,2014
960,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,206.0,282.0,81.0,,,,2014
5137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
514,,,,,326.0,,,,,,,,,,,,,,,,,13.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,8.0,4.0,,4.0,1070.0,1140.0,384.0,,,,2014
1194,,,,4.0,387.0,,3.0,,,,,,,,,,,,,,,16.0,16.0,3.0,1.0,-6.0,1.0,18.0,,18.0,18.0,,,,,,,,,,,,,,,,,,,,50.5,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,262.0,,3.0,46.0,15.0,,27.0,1094.0,994.0,350.0,,,,2014
1825,,,,,,,,,,,,,,,,,,7.0,4.0,,,16.0,16.0,11.0,,,33.0,74.0,,919.0,27.8,683.0,,,,,,,,,,,,,25.0,32.0,,204.0,8.2,,181.4,97.4,,,,,,,,,,84.0,,25.0,75.0,5.0,112.0,758.0,9.0,6.8,,2.0,4.0,,-4.0,-2.0,,,,,,2.0,166.0,,1.0,3.0,,,2.0,1049.0,1095.0,421.0,,,,2014
988,1.0,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,5.0,24.0,,81.0,16.2,879.0,,,,,,,,,,,,,6.0,38.0,,42.0,7.0,,167.3,101.3,,,,,,,,,,66.0,,49.0,67.3,3.0,98.0,825.0,12.5,8.4,,1.0,8.0,,8.0,8.0,,,,,,,96.0,,,,,,,971.0,1057.0,349.0,,,,2014
5900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
527,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,166.0,,,,,,,,,,,,,,,,,,,28.5,12.5,,,,,,,,,,16.0,,24.0,72.7,,22.0,125.0,7.8,5.7,,,,,,,,,,,,,,,,,,,,185.0,224.0,64.0,,,,2014
337,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,193.0,207.0,71.0,,,,2014
6033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1492,,,,3.0,681.0,,1.0,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8,85.8,,,,,,,,,12.0,,,,,,,,,,,,,,,,7.0,53.0,,,,,73.0,,,51.0,21.0,8.0,30.0,1054.0,1128.0,402.0,,,,2014
1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,197.0,55.0,,,,2014
4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
208,,,56.3,,,,,,,,,,,,,,,10.0,4.0,,-3.0,13.0,11.0,11.0,,,,,,,,635.0,,327.0,184.0,14.0,56.0,70.46,36.0,235.0,11.0,2206.0,6.7,12.0,,,,,,,126.94,126.94,,,,,,,,,,,,,,,,,,,,25.0,16.0,3.0,127.0,5.1,,,,1.0,,,,,,,,,,1094.0,994.0,350.0,,,,2014
6754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
523,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,3.0,25.0,,65.0,21.7,16.0,,,,,,,,,,,,,,,,,,,24.7,18.7,,,,,,,,,,6.0,,26.0,85.7,2.0,7.0,64.0,10.7,9.1,,1.0,3.0,,3.0,3.0,,,,,,,12.0,,1.0,1.0,,,,248.0,282.0,95.0,,,,2014
4696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
110,,,,,,,,,37.0,35.0,1.0,11.0,10.0,12.0,1.0,53.0,94.6,,,,,16.0,16.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,158.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,,1.0,2.0,,,1.0,1084.0,1131.0,351.0,,51.0,51.0,2014
4093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
818,,,,,,,1.0,,,,,,,,,,,,,,,15.0,15.0,1.0,,,2.0,25.0,,34.0,17.0,238.0,,,,,,,,,,,,,,,,,,,40.3,29.3,,,,,,,,,,11.0,,20.0,73.3,,15.0,92.0,8.4,6.1,,33.0,15.0,1.0,141.0,4.3,,,,,1.0,,266.0,,3.0,5.0,,,,1016.0,1088.0,355.0,,,,2014
6596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1519,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,13.0,,,,,,,,783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,1045.0,1093.0,340.0,,,,2014
3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,116.0,44.0,,,,2014
1716,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,1.0,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,10.9,8.9,,,,,,,,,,2.0,,15.0,100.0,1.0,2.0,29.0,14.5,14.5,,,,,,,,,,,,,106.0,,,1.0,,,,395.0,375.0,148.0,,,,2014
5108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
23,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,1048.0,,,,,,,,,,,,,,,,,,,164.3,100.3,,,,,,,,,,64.0,,34.0,71.1,5.0,90.0,703.0,11.0,7.8,,,,,,,,,,,,,88.0,,1.0,1.0,,,,1018.0,1059.0,332.0,,,,2014
4479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1636,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,5.0,,,1.0,14.0,,14.0,14.0,157.0,,,,,,,,,,,,,,,,,,,22.4,13.4,,,,,,,,,,9.0,,41.0,81.8,,11.0,134.0,14.9,12.2,,,,,,,,,,,,,174.0,,2.0,2.0,,,,1051.0,1063.0,315.0,,,,2014
2357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
261,,,,2.0,837.0,,,,,,,,,,,,,,,,,16.0,16.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5,76.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,34.0,,,90.0,37.0,1.0,53.0,1093.0,1050.0,355.0,,,,2014
1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
159,,,,1.0,573.0,,,,,,,,,,,,,,,1.0,,16.0,16.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,33.5,,,,,,,,,7.0,,,,,,,,,,,,,,,,3.5,35.0,,,,,1.0,,,11.0,4.0,3.0,7.0,1045.0,1068.0,379.0,,,,2014
1912,,,,,,,,,,,,,,,,,,2.0,1.0,,,15.0,14.0,6.0,,,,,,,,402.0,,,,,,,,,,,,,,,,,,,112.7,101.7,,,,,,,,,,11.0,,11.0,84.6,1.0,13.0,64.0,5.8,4.9,,171.0,36.0,4.0,673.0,3.9,,,,,,,,,,,,,,1164.0,1051.0,391.0,,,,2014
5258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
172,,,,11.0,860.0,1.0,1.0,,,,,,,,,,,,,2.0,73.0,16.0,16.0,16.0,2.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,105.5,105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,75.0,5.0,1.0,70.0,1117.0,1109.0,341.0,,,,2014
6207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
446,,,,4.0,450.0,,,,,,,,,,,,,,,,,15.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,5.0,32.0,5.0,1.0,22.0,1031.0,1054.0,341.0,,,,2014
NYG,1.0,,,75.0,,1.0,15.0,,,,,,,,,,,,,9.0,2.0,,,,17.0,236.0,44.0,45.0,,1025.0,,,,,,,,,,,,,,,29.0,25.0,,234.0,,400.0,,109.0,,,,,,,,,92.0,,,,,,,,,,,,,,,,47.0,314.0,,,,,,,,,258.0,78.0,694.0,,,,,,,2014
5793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
286,,,,,,,,,,,,,,,,,,2.0,,,,15.0,15.0,15.0,,,,,,,,790.0,,,,,,,,,,,,,,,,,,,135.4,75.4,,,,,,,,,,60.0,,37.0,63.2,,95.0,754.0,12.6,7.9,,,,,,,,,,,,,2.0,,,,,,,980.0,950.0,338.0,,,,2014
5434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
