,blk_kick,blk_kick_ret_yd,cmp_pct,def_pass_def,def_snp,def_td,ff,fg_blkd,fga,fgm,fgm_0_19,fgm_20_29,fgm_30_39,fgm_40_49,fgm_50p,fgm_lng,fgm_pct,fum,fum_lost,fum_rec,fum_ret_yd,gms_active,gp,gs,int,int_ret_yd,kr,kr_lng,kr_td,kr_yd,kr_ypa,off_snp,pass_2pt,pass_att,pass_cmp,pass_int,pass_lng,pass_rtg,pass_sack,pass_sack_yds,pass_td,pass_yd,pass_ypa,pass_ypc,pr,pr_lng,pr_td,pr_yd,pr_ypa,pts_allow,pts_ppr,pts_std,punt_avg,punt_blkd,punt_in_20,punt_net_avg,punt_net_yd,punt_tb,punt_yds,punts,qb_hit,rec,rec_2pt,rec_lng,rec_pct,rec_td,rec_tgt,rec_yd,rec_ypr,rec_ypt,rush_2pt,rush_att,rush_lng,rush_td,rush_yd,rush_ypa,sack,sack_yd,safe,safe_allow,st_ff,st_fum_rec,st_snp,st_td,st_tkl_solo,tkl,tkl_ast,tkl_loss,tkl_solo,tm_def_snp,tm_off_snp,tm_st_snp,xp_blkd,xpa,xpm,year
1834,,,,4.0,184.0,,,,,,,,,,,,,,,,,12.0,11.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,17.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,1.0,15.0,1.0,,13.0,1084.0,1131.0,351.0,,,,2014
1039,,,,2.0,183.0,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,20.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,324.0,,4.0,22.0,3.0,1.0,15.0,1084.0,1131.0,351.0,,,,2014
2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1421,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,1141.0,966.0,364.0,,,,2014
5659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
713,,,,6.0,1077.0,1.0,3.0,,,,,,,,,,,,,1.0,,16.0,16.0,16.0,2.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,103.0,103.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,74.0,,,84.0,32.0,4.0,52.0,1117.0,1109.0,341.0,,,,2014
4549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1300,,,,,2.0,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,2.0,3.0,,,,335.0,315.0,105.0,,,,2014
2623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
391,,,,,,,,,22.0,19.0,,5.0,7.0,5.0,1.0,51.0,86.4,,,,,16.0,16.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,86.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,1.0,2.0,,,1.0,1141.0,966.0,364.0,,27.0,27.0,2014
4985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
271,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,,1.0,3.0,,,,990.0,1113.0,314.0,,,,2014
4459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
339,,,,,,,,,,,,,,,,,,1.0,,,,16.0,16.0,16.0,,,,,,,,813.0,,,,,,,,,,,,,,,,,,,98.4,59.4,,,,,,,,,,39.0,,35.0,61.9,2.0,63.0,474.0,12.2,7.5,,,,,,,,,,,,,6.0,,,,,,,1049.0,1095.0,421.0,,,,2014
5247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
3469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
656,,,,1.0,741.0,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3,58.3,,,,,,,,,13.0,,,,,,,,,,,,,,,,3.5,33.0,,,,,65.0,,,35.0,14.0,6.0,21.0,1046.0,1155.0,409.0,,,,2014
5289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2133,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,11.0,,,,,,,,738.0,,,,,,,,,,,,,,,,,,,100.6,62.6,,,,,,,,,,38.0,,45.0,57.6,3.0,66.0,446.0,11.7,6.8,,,,,,,,,,,,,48.0,,,,,,,1093.0,1050.0,355.0,,,,2014
254,,,,14.0,1011.0,,1.0,,,,,,,,,,,,,1.0,,16.0,16.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,47.0,6.0,2.0,41.0,1084.0,1131.0,351.0,,,,2014
3380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1081,,,,1.0,437.0,,1.0,,,,,,,,,,,,,,,16.0,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,,4.0,51.0,9.0,4.0,38.0,1059.0,1007.0,368.0,,,,2014
280,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,,,,,,,,921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,1041.0,1058.0,327.0,,,,2014
360,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,,,,,,,,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,990.0,1113.0,314.0,,,,2014
2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1932,,,,,137.0,,1.0,,,,,,,,,,,,,,,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,13.6,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,19.0,,,8.0,3.0,1.0,5.0,1141.0,966.0,364.0,,,,2014
481,,,,,,,,,,,,,,,,,,,,,,12.0,11.0,11.0,,,,,,,,651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.0,771.0,300.0,,,,2014
556,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,1037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,1121.0,1037.0,406.0,,,,2014
4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1315,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,3.0,4.0,,,1.0,477.0,538.0,171.0,,,,2014
546,1.0,,,1.0,537.0,,,,,,,,,,,,,,,,,16.0,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,43.7,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,12.0,,,,,138.0,,,33.0,11.0,8.0,22.0,1049.0,1095.0,421.0,,,,2014
165,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,8.3,6.3,,,,,,,,,,2.0,,2.0,50.0,1.0,4.0,3.0,1.5,0.8,,,,,,,,,,,,,208.0,,3.0,5.0,,,,1093.0,1050.0,355.0,,,,2014
2203,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,4.0,,,,,,,,147.0,,,,,,,,,,,,,,,,,,,9.6,7.6,,,,,,,,,,2.0,,14.0,66.7,1.0,3.0,16.0,8.0,5.3,,,,,,,,,,,,,46.0,,1.0,1.0,,,,875.0,854.0,318.0,,,,2014
1185,,,,,,,,,,,,,,,,,,2.0,2.0,,,15.0,15.0,1.0,,,16.0,34.0,,383.0,23.9,205.0,,,,,,,,,,,,,,,,,,,72.8,34.8,,,,,,,,,,38.0,,31.0,74.5,1.0,51.0,296.0,7.8,5.8,,10.0,8.0,,32.0,3.2,,,,,,,158.0,,1.0,1.0,,,,1070.0,1140.0,384.0,,,,2014
3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
956,,,,,,,,,,,,,,,,,,3.0,1.0,,,13.0,13.0,9.0,,,,,,,,470.0,,,,,,,,,,,,,,,,,,,191.9,162.9,,,,,,,,,,29.0,,14.0,80.6,,36.0,145.0,5.0,4.0,,226.0,31.0,9.0,964.0,4.3,,,,,,,,,,,,,,1070.0,1140.0,384.0,,,,2014
171,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,157.0,,,,,,,,,,,,,,,,,,,13.6,7.6,,,,,,,,,,6.0,,24.0,85.7,,7.0,76.0,12.7,10.9,,,,,,,,,,,,,14.0,,,,,,,583.0,581.0,212.0,,,,2014
1502,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,15.9,9.9,,,,,,,,,,6.0,,9.0,85.7,1.0,7.0,27.0,4.5,3.9,,3.0,7.0,,12.0,4.0,,,,,,,1.0,,,,,,,215.0,196.0,61.0,,,,2014
1916,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,3.0,,,,,,,,295.0,,,,,,,,,,,,,,,,,,,130.1,104.1,,,,,,,,,,26.0,,94.0,54.2,8.0,48.0,549.0,21.1,11.4,,3.0,9.0,,12.0,4.0,,,,,,,3.0,,,,,,,990.0,1113.0,314.0,,,,2014
3880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
820,,,,2.0,504.0,,,,,,,,,,,,,,,,,15.0,15.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,,40.0,7.0,,33.0,1120.0,1190.0,395.0,,,,2014
107,,,,3.0,821.0,,,,,,,,,,,,,,,,,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7,62.7,,,,,,,,,7.0,,,,,,,,,,,,,,,,4.5,32.0,,,,,85.0,,,38.0,11.0,8.0,27.0,1016.0,1088.0,355.0,,,,2014
6021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
968,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,2.0,,,1.0,8.0,,8.0,8.0,220.0,,,,,,,,,,,,,,,,,,,32.7,24.7,,,,,,,,,,8.0,,51.0,34.8,,23.0,167.0,20.9,7.3,,1.0,20.0,1.0,20.0,20.0,,,,,,,63.0,,2.0,3.0,,,,756.0,820.0,259.0,,,,2014
5539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1777,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,3.0,,,,,,,,288.0,,,,,,,,,,,,,,,,,,,61.6,47.6,,,,,,,,,,14.0,,37.0,70.0,5.0,20.0,176.0,12.6,8.8,,,,,,,,,,,,,343.0,,8.0,10.0,,,,1070.0,1140.0,384.0,,,,2014
5172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
772,,,,1.0,447.0,,,,,,,,,,,,,,,,,15.0,15.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,44.7,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,7.0,,,,,189.0,,7.0,50.0,12.0,2.0,31.0,1070.0,1140.0,384.0,,,,2014
6342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1817,,,,,,,,,,,,,,,,,,1.0,1.0,,,16.0,16.0,16.0,,,,,,,,1027.0,,,,,,,,,,,,,,,,,,,198.0,133.0,,,,,,,,,,65.0,,84.0,50.8,6.0,128.0,982.0,15.1,7.7,,2.0,5.0,,8.0,4.0,,,,,,,2.0,,,,,,,1078.0,1062.0,330.0,,,,2014
1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.0,1029.0,358.0,,,,2014
5504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
893,,,,5.0,988.0,,2.0,,,,,,,,,,,,,,,16.0,16.0,16.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,91.6,91.6,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,37.0,,,76.0,17.0,7.0,59.0,1045.0,1068.0,379.0,,,,2014
2046,,,,1.0,111.0,,1.0,,,,,,,,,,,,,,,13.0,12.0,1.0,,,19.0,35.0,,476.0,25.1,,,,,,,,,,,,,,1.0,4.0,,4.0,4.0,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,,2.0,15.0,2.0,,11.0,1045.0,1068.0,379.0,,,,2014
3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1284,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,,,,2.0,28.0,,46.0,23.0,136.0,,,,,,,,,,,,,,,,,,,49.6,31.6,,,,,,,,,,18.0,,40.0,81.8,,22.0,217.0,12.1,9.9,,29.0,14.0,,99.0,3.4,,,,,,,190.0,,1.0,1.0,,,,1018.0,1059.0,332.0,,,,2014
5016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
282,,,,1.0,161.0,,,,,,,,,,,,,,,,,8.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,14.5,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,13.0,5.0,1.0,8.0,546.0,568.0,165.0,,,,2014
6131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
387,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,22.6,21.6,,,,,,,,,,1.0,,8.0,100.0,,1.0,8.0,8.0,8.0,,31.0,15.0,1.0,148.0,4.8,,,,,,,,,,,,,,362.0,351.0,127.0,,,,2014
582,,,,,,,,,,,,,,,,,,1.0,1.0,,,16.0,16.0,16.0,,,,,,,,956.0,,,,,,,,,,,,,,,,,,,128.7,73.7,,,,,,,,,,55.0,,50.0,58.5,3.0,94.0,577.0,10.5,6.1,,,,,,,,,,,,,1.0,,,,,,,1162.0,1176.0,454.0,,,,2014
3592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
750,,,,,657.0,,1.0,,,,,,,,,,,,,,,15.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,76.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,6.0,30.0,,,,,,,,37.0,12.0,9.0,25.0,1046.0,1155.0,409.0,,,,2014
358,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,814.0,732.0,258.0,,,,2014
191,,,,,379.0,,,,,,,,,,,,,,,,,15.0,15.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,45.0,11.0,2.0,34.0,1049.0,1095.0,421.0,,,,2014
3661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1700,,,,,125.0,,,,,,,,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,,8.0,18.0,1.0,,9.0,1018.0,1059.0,332.0,,,,2014
1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
6729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
2559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
LAR,3.0,,,66.0,,3.0,16.0,,,,,,,,,,,,,12.0,-8.0,,,,13.0,276.0,45.0,75.0,,1099.0,,,,,,,,,,,,,,,37.0,90.0,2.0,488.0,,354.0,,148.0,,,,,,,,,72.0,,,,,,,,,,,,,,,,41.0,270.0,,,,,,2.0,,,168.0,90.0,729.0,,,,,,,2014
3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
5989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
1571,,,,,26.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,1.0,4.0,1.0,,2.0,381.0,405.0,146.0,,,,2014
2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
